text,x1,x2,x3,x4,x5,y,prompt,response,y_hat
"Oh she did , you know .",-0.736818217759675,-1.1689544351141652,0.4843707090563167,-0.9630908622437652,-0.1313521820936711,0,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

Oh she did , you know .

CLASSIFICATION:",0,0
"The farm stands on a spur of moorland on the northern edge of the forest , and within 10 minutes I had turned my back on the corduroy battalions of trees and was striding under a still , cloudy sky over tussocks of rush and coarse grass , with my face to the long , bare shoulders of open hillside that flank the winding shallows of the East Kielder Burn .",2.439462362026101,0.2952788493708699,-0.4809803710812088,0.0729835895904853,-0.4993684840128972,1,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

The farm stands on a spur of moorland on the northern edge of the forest , and within 10 minutes I had turned my back on the corduroy battalions of trees and was striding under a still , cloudy sky over tussocks of rush and coarse grass , with my face to the long , bare shoulders of open hillside that flank the winding shallows of the East Kielder Burn .

CLASSIFICATION:",1,1
"This can be a difficult and time-consuming process , and inevitably some simplifying assumptions are needed ’ ( Health and Safety Executive 1989 : 17 ) .",0.2557694634233799,0.9136471104278548,-0.407327447874464,0.8500394287510937,-0.3697652200953925,0,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

This can be a difficult and time-consuming process , and inevitably some simplifying assumptions are needed ’ ( Health and Safety Executive 1989 : 17 ) .

CLASSIFICATION:",0,0
"The Resistance was a unique experience for them , and they wanted to preserve its experience in the new French politics because this experience broke away from the famous dilemma of being and doing , which confronts all intellectuals in the face of action … .",1.198727760547282,0.8664779752844662,-0.5135764138078518,0.3936733010353269,-0.5268150782099476,1,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

The Resistance was a unique experience for them , and they wanted to preserve its experience in the new French politics because this experience broke away from the famous dilemma of being and doing , which confronts all intellectuals in the face of action … .

CLASSIFICATION:",1,1
"Many of the new arrivals , who waited in the street outside the embassy , said they were convinced there would be another train for them .",0.2557694634233799,0.4051048725150448,-0.3791091517355405,0.22407778041175,-0.5654048690347453,0,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

Many of the new arrivals , who waited in the street outside the embassy , said they were convinced there would be another train for them .

CLASSIFICATION:",0,0
A new police station is to be built .,-0.6375594496413696,-0.4424655239147663,-0.3090972710234438,-0.2507896765364878,-0.3650348028005525,0,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

A new police station is to be built .

CLASSIFICATION:",0,0
"We have so far talked about positive and negative charges , about point charges , and distributed charge .",-0.141265609049842,0.8476258374732442,-0.2922180959952771,0.817662102024428,-0.5458480517875234,1,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

We have so far talked about positive and negative charges , about point charges , and distributed charge .

CLASSIFICATION:",0,0
"The move was signalled last week and , true to their promised response , management suspended the workers involved in the disruption .",0.0572519271867689,1.0654727640647956,-0.3705173118833422,1.3162729320195223,-0.5654048690347453,1,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

The move was signalled last week and , true to their promised response , management suspended the workers involved in the disruption .

CLASSIFICATION:",1,1
Then I saw why he was so confident .,-0.6375594496413696,-0.5441739714790207,-0.299157312013256,-0.2507896765364878,-0.0754281362544981,0,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

Then I saw why he was so confident .

CLASSIFICATION:",0,0
"Through their revolution , the masses are both mother and midwife to the birth of this state .",-0.1908949931089948,0.5237647280829564,-0.3852331225109157,0.1053609163171508,-0.5340053130416861,1,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

Through their revolution , the masses are both mother and midwife to the birth of this state .

CLASSIFICATION:",1,1
Where we are now is,-0.8360769858779805,-0.6458824190432751,-0.6669357715581589,-0.9630908622437652,-0.1313521820936711,0,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

Where we are now is

CLASSIFICATION:",0,0
"You know a new elbow , a new knee and you think it 's going to the like your own elbow ?",0.0076225431276161,-0.6042744177212203,-0.3660261234414214,-0.9630908622437652,-0.5167038110912322,0,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

You know a new elbow , a new knee and you think it 's going to the like your own elbow ?

CLASSIFICATION:",0,0
In situations of this kind provisions governing access and format may exert powerful constraints on the use that can be made of these data .,0.1565106953050744,0.8553342671552406,-0.5723641683182707,0.22407778041175,-0.5690186282839212,1,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

In situations of this kind provisions governing access and format may exert powerful constraints on the use that can be made of these data .

CLASSIFICATION:",1,1
you ?,-0.9849651380554388,-1.561258447213102,1.981069135046737,-0.9630908622437652,-0.6346685954012025,0,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

you ?

CLASSIFICATION:",0,0
Mm .,-0.9849651380554388,-2.0189464612980155,2.643070361697961,-0.9630908622437652,3.140204502517846,0,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

Mm .

CLASSIFICATION:",0,0
"In reply Roy Hattersley supported the call for the immediate suppression of street violence , but warned that the roots of such riots could not be dealt with until all people felt they had a stake in British society ( ibid. : cols. 1407–9 )",1.1490983764881293,0.5949606414053954,-0.4462686955664167,-0.0133559477774484,-0.4705436783629741,1,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

In reply Roy Hattersley supported the call for the immediate suppression of street violence , but warned that the roots of such riots could not be dealt with until all people felt they had a stake in British society ( ibid. : cols. 1407–9 )

CLASSIFICATION:",1,1
"However , the Pope 's account of the role of the papacy went a great deal farther than that : Christian unity , he said , must be founded on the faith in Christ that was handed on by the Apostles ; what this faith is must be determined by the Roman Catholic Church .",1.6453922170796569,0.1363480049875145,-0.3682886013416663,-0.0327382932846324,-0.3400443539438509,1,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

However , the Pope 's account of the role of the papacy went a great deal farther than that : Christian unity , he said , must be founded on the faith in Christ that was handed on by the Apostles ; what this faith is must be determined by the Roman Catholic Church .

CLASSIFICATION:",1,1
yes ? supper ?,-0.8857063699371333,-0.8747264260857318,1.2244963051556252,-0.9630908622437652,-0.6346685954012025,0,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

yes ? supper ?

CLASSIFICATION:",0,0
"Forster half rolled , his Uzi trembling in his hand as he got off half a clip at point blank range .",0.0076225431276161,-0.10497840240579,-0.4021352808976692,-0.3932499136779432,-0.4385712914171026,1,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

Forster half rolled , his Uzi trembling in his hand as he got off half a clip at point blank range .

CLASSIFICATION:",0,0
I know .,-0.935335753996286,-1.561258447213102,0.9880672950699012,-0.9630908622437652,0.875280643766417,0,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

I know .

CLASSIFICATION:",0,0
Yeah .,-0.9849651380554388,-1.1035704331281886,1.5397349843872552,-0.9630908622437652,1.2527679535583218,0,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

Yeah .

CLASSIFICATION:",0,0
Oh !,-0.9849651380554388,-2.0189464612980155,2.643070361697961,-0.9630908622437652,3.140204502517846,0,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

Oh !

CLASSIFICATION:",0,0
"I mean er she , they were n't",-0.6871888337005223,-0.8747264260857318,-0.2103832017277979,-0.9630908622437652,-0.2571812856092976,0,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

I mean er she , they were n't

CLASSIFICATION:",0,0
"I thought you 'd finished your cake , have n't you finished ?",-0.4390419134047585,0.0582529872130416,-0.2328366071487016,0.4615115091707894,-0.4668964578836835,0,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

I thought you 'd finished your cake , have n't you finished ?

CLASSIFICATION:",0,0
"GIS work in this field ( e.g. Matthews 1989 ) is reviewed later , but we note here the work of the applied geochemistry group at Imperial College ( responsible for a series of atlases on regional geochemistry ) and the existence of a Society for Environmental Geochemistry and Health .",1.446874680843046,0.8258986458985123,-0.4811108660870087,0.7712076769439327,-0.2961149545387472,0,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

GIS work in this field ( e.g. Matthews 1989 ) is reviewed later , but we note here the work of the applied geochemistry group at Imperial College ( responsible for a series of atlases on regional geochemistry ) and the existence of a Society for Environmental Geochemistry and Health .

CLASSIFICATION:",1,1
And where I gon na go ?,-0.736818217759675,-1.1689544351141652,-0.0912825305889197,-0.9630908622437652,0.3090496790785596,0,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

And where I gon na go ?

CLASSIFICATION:",0,0
"He remembered a straight mass of -gold hair , in cold King 's Chapel , more golden than foxy Frederica 's , slowly settling onto a collar as the pins released their grip .",0.6031751518374492,0.3233392578316545,-0.3572275948902403,-0.0133559477774484,-0.4041419943415927,1,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

He remembered a straight mass of -gold hair , in cold King 's Chapel , more golden than foxy Frederica 's , slowly settling onto a collar as the pins released their grip .

CLASSIFICATION:",1,1
Erikson suggests that at different phases of life an individual faces a particular psycho-social problem which needs to be resolved before moving on to the next phase .,0.3053988474825326,1.2175616382893673,-0.5881261010882501,0.4615115091707894,-0.5803538746004238,1,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

Erikson suggests that at different phases of life an individual faces a particular psycho-social problem which needs to be resolved before moving on to the next phase .

CLASSIFICATION:",1,1
"Her priorities include giving more encouragement to medical research ; emphasis on preventive health to make the NHS a ‘ health as well as a sickness service ’ , with the publication shortly of new national targets for reducing deaths from heart disease and cancers ; and pressing ahead with care in the community .",1.6453922170796569,0.9518648301674856,-0.4988084758796892,1.130202418341664,-0.5162412041679554,1,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

Her priorities include giving more encouragement to medical research ; emphasis on preventive health to make the NHS a ‘ health as well as a sickness service ’ , with the publication shortly of new national targets for reducing deaths from heart disease and cancers ; and pressing ahead with care in the community .

CLASSIFICATION:",1,1
"Many , like Ronnie Collyer , a retired shipyard worker , still live here and are still proud of the place .",0.0076225431276161,0.1862776065739801,-0.1719815830117476,-0.0133559477774484,-0.3584583683743326,0,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

Many , like Ronnie Collyer , a retired shipyard worker , still live here and are still proud of the place .

CLASSIFICATION:",0,0
Yeah .,-0.9849651380554388,-1.1035704331281886,1.5397349843872552,-0.9630908622437652,1.2527679535583218,0,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

Yeah .

CLASSIFICATION:",0,0
"Group 4 Remand Services Ltd , the security firm selected by the Home Office to manage The Wolds in a £5 million-a-year contract , likes to think of its prisoners as customers .",0.5535457677782963,0.6023576193368391,-0.4412535358016063,0.2834362127439701,-0.190565878087782,1,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

Group 4 Remand Services Ltd , the security firm selected by the Home Office to manage The Wolds in a £5 million-a-year contract , likes to think of its prisoners as customers .

CLASSIFICATION:",1,1
He said : ‘ The Blaney children are walking home .,-0.5383006815230641,-0.0633704010837352,-0.1373347902371796,0.4615115091707894,-0.0225270118120373,0,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

He said : ‘ The Blaney children are walking home .

CLASSIFICATION:",0,0
"Mrs Bottomley , representing ‘ caring Conservatism ’ , will face Mr Michael Portillo , the new Treasury Chief Secretary , who is equally keen to establish his wing credentials by demonstrating he can keep keep a tight grip on the public purse strings .",1.1490983764881293,0.8390609155229908,-0.4042368726398012,0.8364068701593312,-0.29662025829666,1,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

Mrs Bottomley , representing ‘ caring Conservatism ’ , will face Mr Michael Portillo , the new Treasury Chief Secretary , who is equally keen to establish his wing credentials by demonstrating he can keep keep a tight grip on the public purse strings .

CLASSIFICATION:",1,1
"Which equation should we use in a practical case , the equation for the vector potential , Ampère 's law , Biot-Savart 's law , or attack directly Maxwell 's equations ?",0.5039163837191436,0.5555486179296226,-0.2752190696170326,0.4615115091707894,-0.3397566346262768,1,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

Which equation should we use in a practical case , the equation for the vector potential , Ampère 's law , Biot-Savart 's law , or attack directly Maxwell 's equations ?

CLASSIFICATION:",1,1
Attention . ’,-0.935335753996286,-0.0356317335662114,0.3515276537535698,4.735318623414453,0.2041920929413667,0,"Evaluate whether the following sentence contains metaphorical language.
A word is metaphorical when its meaning in context differs from its basic, concrete, or
physical sense — for example ""keep the case alive"" (alive = not dead → used non-literally),
""a strong argument"" (strong = physical force → used non-literally). This includes
conventional everyday metaphors, not just vivid or literary ones.

Classify the text as one of the following:
    - 0 if the sentence is LITERAL (words are used in their basic, concrete, physical sense)
    - 1 if the sentence contains a METAPHOR (any word is used in a non-literal sense)

Give no other explanation for your classification, only output the label.



Here's the sentence I would like you to classify:

Attention . ’

CLASSIFICATION:",0,0
