text,x1,x2,x3,x4,x5,y
"However, making significant use of this option would bias credit flows in the direction of depository institutions and, if the volume of these loans were large enough, could affect the interest rates on the assets, specifically bank loans held by such institutions.",2004,265,0,0,1,2
Productivity and TechnologyLet me now turn from the overall economic outlook to productivity and technology developments.,2005,121,0,0,1,2
"But again, in terms of terminology, I guess I would reject that term for the Federal Reserve because we are going to be evenhanded in treating the price stability and maximum employment parts of our mandate on a level footing.",2011,226,0,0,0,2
"The possibility that longer-term inflation expectations may have edged down was roughly counterbalanced by the risks that somewhat firmer inflation this year could be more persistent than expected, particularly in an economy that was projected to continue operating above its long-run potential.",2012,295,1,0,4,1
It was not only capital spending and equity prices that seemed to overshoot in the late 1990s; credit was provided with undue optimism about prospects for repayment.,2000,165,0,0,0,2
Housing activity was generally holding up well across the country as the effects of appreciably reduced mortgage interest rates apparently compensated for the negative effects of declining financial wealth on the demand for housing.,2020,232,0,0,0,0
We should first recognize that the form of the U.S. government is different than that of most inflation-targeting countries.,2003,124,0,0,0,2
"The Fed is not authorized to grant money to particular beneficiaries, to meet the payroll expenses of small businesses, or to underwrite the unemployment benefits of displaced workers.",2003,184,0,0,0,2
"With the economic outlook held constant, changes in the net demand for long-term securities have their largest effect on the term premium.",2022,138,0,0,1,2
"Again, the FOMC has done just that through its commitment to adjust policy as required to keep inflation at bay.",2007,112,0,0,0,1
"As always, my colleagues on the FOMC and I will act to foster our dual objectives of price stability and sustainable economic growth.",2022,133,1,0,0,1
"About the same time, Board staff developed the so-called P* (P-star) model, based on M2, which used the quantity theory of money and estimates of long-run potential output and velocity (the ratio of nominal income to money) to predict long-run inflation trends.",2004,261,0,0,0,2
"In this less comfortable world, restoring price stability can involve a painful process of slow growth and elevated unemployment.",2019,129,2,1,0,1
"Growth in household spending moderated toward the end of last year,",2013,67,1,0,0,2
An anticipated sharp slowdown in the pace of inventory accumulation also would damp domestic production as the growth of stocks was brought into balance with the expected more moderate trajectory of final sales.,2017,211,1,0,3,2
"In their discussion of forward guidance about the target federal funds rate, a few members suggested that lowering the unemployment threshold to 6 percent could effectively convey the Committee's intention to keep the target federal funds rate low for an extended period.",2021,271,0,0,1,0
The members also agreed that the risks remained weighted mainly in the direction of greater inflation pressures and that further tightening actions might be necessary to bring about financial conditions that were sufficiently firm to contain upward pressures on labor costs and prices.,2006,285,3,0,0,1
"Looking beyond this spring, my views on the appropriate pace of interest rate increases and balance sheet reduction for this year and beyond will depend on how the economy evolves.",2021,180,0,0,0,2
But change is hard and not everyone is willing or able to pay the price.,2021,72,0,0,0,2
Foreign economic growth declined in the second quarter.,2016,55,1,0,0,2
"And the way I would explain it is, is that inflation that’s too low will mean that interest rates are lower.",2022,108,0,1,0,0
"Jorgenson, Ho, and Stiroh use a similar methodology and find a range from a little less than 1-1/2 percent to about 3 percent with a central tendency of around 2-1/4 percent.5 These estimates are clearly plausible, but history does raise some warning flags concerning the length of time that productivity growth continues elevated.",2004,331,3,0,0,0
The Outlook for Economic ActivityThe midpoint of the range of projections for real GDP growth declines noticeably from about 2-1/2 percent for 2007 to roughly 2 percent in 2008; then it returns to about 2-1/2 percent in 2009 and 2010.,2020,234,1,0,1,2
"Smoothing through these variations, average monthly job growth appears to have stepped down from last year’s strong pace, but job gains remain well above the pace necessary to provide jobs for new labor force entrants.",2020,218,3,0,0,2
"One objective--price stability--can be well defined and is fully under the control of monetary policymakers, at least over a period of time.",2020,140,0,0,0,2
"Today, the Federal Reserve's duties fall into four general areas--some that would have been familiar to the central bankers in the Fed's early years and some that would have been unfamiliar: maintaining the stability of the financial system and containing systemic risk that may arise in financial markets supervising and regulating banking organizations to ensure the safety and soundness of the nation's banking and financial system and to protect consumers from harm in their use of credit and banking services playing a major role in operating and overseeing the nation's payment system, including providing certain financial services to financial institutions, the U.S. government, and foreign official institutions conducting monetary policy in pursuit of stable prices and maximum sustainable employment We have an all-too-recent example of the Fed as a source of financial stability in its response to the financial aftermath of the terrorist attacks of September 11, 2001, which occurred just before I joined the Board in December 2001.",2019,1045,0,0,1,2
"It is generally thought that monetary policy takes many months to have most of its effect on the growth of output and employment, while, of course, it has an immediate impact on financial markets.",2020,196,1,0,0,2
Some members expressed concern about the longer-run prospects for large federal deficits and their implications for the future performance of the economy.,2013,154,0,0,0,0
"Nonetheless, with fiscal policy assumed to be tighter next year than this year, the staff anticipated that real GDP growth would not materially exceed increases in potential output in 2013.",1996,189,1,0,1,2
"On the other hand, if recent productivity gains were to be sustained, as some business contacts indicated they would be, potential output currently could be higher than standard measures suggested, and the high level of the unemployment rate could be a more accurate indication of slack in resource utilization than usual measures of the output gap.",2001,349,1,0,2,0
"With about $250 billion of these inflation-protected securities now outstanding, we can get readings along the entire maturity structure of real interest rates.",2000,160,0,0,0,2
"So, as I mentioned, we’re going to be looking at all of those things: activity, labor market, inflation.",2019,104,0,0,0,2
"As yields on inflation-indexed Treasury securities rose roughly in line with their nominal counterparts, longer-term inflation compensation remained about unchanged.",2013,165,0,0,0,2
"A couple of participants pointed to the decline in credit spreads to relatively low levels by historical standards; one of these participants noted the risk of either a sharp rise in spreads, which could have negative repercussions for aggregate demand, or a continuation of the decline in spreads, which could undermine financial stability over time.",2011,351,0,2,2,0
All members agreed that the FOMC statement for this meeting should again indicate that policy accommodation could be removed at a pace that was likely to be measured but that the Committee would respond to changes in economic prospects as needed to maintain price stability.,1997,274,0,0,2,1
"But I think that that’s a prudent move, to move in a gradual way to remove Chair Yellen’s Press Conference FINAL accommodation, with unemployment now—and not only, I should say, the unemployment rate, but I think any indicator of labor market performance and tightness that you could look at, whether it’s household perceptions of the availability of jobs, difficulty that firms report in hiring workers, the rate at which workers are quitting their jobs, the rate of job openings, all of these indicators do signal a tight labor market.",2011,537,0,0,2,1
The Committee would be prepared to adjust the stance of monetary policy as appropriate if risks emerge that could impede the attainment of the Committee's goals.,1998,161,0,0,1,2
"Flexible inflation averaging could bring some of the benefits of a formal average inflation targeting rule, but it would be simpler to communicate.",1996,147,0,0,1,2
"Foreign economic growth remained sluggish, restrained by weak activity in Europe and the associated spillovers--including through trade--to the rest of the world.",2016,162,1,1,0,2
"Although I expect these upward price pressures to ease after the temporary supply bottlenecks are resolved, the exact timing of that dynamic is uncertain.",2006,154,2,0,1,1
"Many members were concerned about the still-sensitive state of financial markets and thought that an easing of policy would help to support improvements in market functioning, thereby mitigating some of the downside risks to economic growth.",2013,241,1,1,0,0
"However, in the view of at least some members, recent developments had reduced the unwelcome prospect of substantial additional disinflation.",2014,141,0,0,0,2
An important element in interpreting financial market prices is the identification of the risk premiums they contain.,2004,117,0,0,0,2
"With inflation running persistently below this longer-run goal, the Committee will aim to achieve inflation moderately above 2 percent for some time so that inflation averages 2 percent over time and longer-term inflation expectations remain well anchored at 2 percent.",1999,269,1,1,0,2
So the Committee estimates that the longer-run normal level of the unemployment rate is 5.0 to 5.2.,2013,99,0,0,0,2
"In the housing sector, demand had continued to display appreciable strength in recent months in association with relatively moderate mortgage rates and very positive consumer assessments of homebuying conditions.",2009,212,0,0,1,2
"Already, various trimmed price indexes are running much closer to 2 percent.",2007,76,0,0,0,2
"In any case, we, our job is to deliver price stability, and I think—you can think of price stability as an asset that just delivers large benefits to society over a long period of time.",2022,185,0,0,0,1
"Many members of the Committee, participants, have said that they think policy should be based on the actual evolution of economic activity and inflation, which tends to be variable over time, and that’s why I say I anticipate it will be data dependent.",2012,252,0,0,0,2
"Recent declines in payroll employment and industrial production, while still sizable, were smaller than those registered earlier in 2009.",2007,137,0,0,0,0
"In particular, incoming data and anecdotal information indicated that economic activity had appreciably more forward momentum than previously perceived and that inflation pressures could be intensifying.",2003,203,1,0,1,1
"Further out, TIPS-based inflation compensation 5 to 10 years ahead edged down slightly on net.",2016,94,0,0,0,0
"As a result, growth of spending on consumer durables and houses was expected to slow",2015,84,1,1,1,1
"However, with monetary policy assumed to remain highly accommodative, the staff continued to anticipate that real GDP growth would outpace that of potential over much of this period, leading to a decline in the unemployment rate to historically low levels.",2008,256,1,1,0,0
"Certainly, if we are to remain preeminent in transforming knowledge into economic value, the U.S. system of higher education must remain the world's leader in generating scientific and technological breakthroughs and in preparing workers to meet the evolving demands for skilled labor.",2007,285,1,0,0,2
"If you look at the number of job openings compared to the number of unemployed, it’s—we’re, we’re clearly on a path to a very strong labor market with high participation, low unemployment, high employment, wages moving up across the spectrum.",2021,242,1,0,0,1
"To the extent that the combination of a low neutral rate, a flat Phillips curve, and low underlying inflation may lead financial imbalances to become more tightly linked to the business cycle, it is important to use tools other than monetary policy to temper the financial cycle.",2007,279,0,0,1,2
And I’ll discuss the thinking behind today’s interest rate reduction and then turn to the path forward.,2019,103,0,0,0,0
year-over-year consumer inflation remained at a very low level.,2012,63,0,0,0,0
"In response to the resulting high inflation, the Fed was obliged to raise interest rates, and the economy weakened.",2005,115,1,0,0,1
"In my baseline view, while I do believe it will likely take some time for economic activity and the labor market to fully recover from the pandemic shock, I do project right now that the economy will begin to grow and that the unemployment rate will begin to decline starting in the second half of this year.",1999,308,0,1,1,0
"For 2000, the Committee agreed on a tentative basis in June to retain the same ranges for growth of the monetary aggregates and debt, measured from the fourth quarter of 1999 to the fourth quarter of 2000.",2007,205,1,0,0,2
"Even so, the growth rate of the ECI did not return to the levels experienced before 2008.",2003,89,1,0,0,2
"However, the projected step-up in real GDP growth over the second half of this year was marked down a little, partly reflecting softer news on construction.",1998,156,1,0,1,0
"Moreover, a 50 basis point reduction that was associated with the communication of a Committee view that the risks to achieving its objectives for economic activity were balanced might be mistakenly interpreted in the view of some members as a signal that the Committee had come to the end of its policy easing moves--a judgment they were not prepared to make at this time.",2018,373,0,1,0,0
"The Committee currently anticipates that, even after employment and inflation are near mandate-consistent levels, economic conditions may, for some time, warrant keeping the target federal funds rate below levels the Committee views as normal in the longer run. """,2013,263,0,1,1,0
That interdependence suggests that monetary policy makers must pay attention to conditions abroad as well as at home.,2002,117,0,0,0,2
"But you do see growth in services, so you—this pattern around the world of Chair Powell’s Press Conference FINAL weak manufacturing",2014,131,1,1,0,2
"That ex post relationship, the correlation between actual--instead of intended--domestic saving and domestic investment was the object of the seminal work by Feldstein and Horioka a quarter century ago.4 Without the evident worldwide fall in home bias over the past decade, noted earlier, the United States would not have been able to finance its recent current account deficits, and, accordingly, these deficits would have been smaller.",2002,437,0,0,0,2
"Staff Review of the Financial Situation On balance, financial conditions in the United States remained supportive of growth in economic activity and employment: The expected path of the federal funds rate was slightly lower in the long run, yields on longer-term Treasury securities moved down modestly, equity prices rose, corporate bond spreads narrowed, and the foreign exchange value of the dollar was little changed.",2001,421,1,1,1,0
"Total nonfarm payroll employment increased at a solid pace in October and November, and the unemployment rate declined, reaching 4.",2013,131,0,0,0,1
"Survey-based measures of longer-term inflation expectations remained stable,",2000,76,0,0,0,2
"A second economic rationale that is often advanced for the development of cities and that seems applicable to the Sioux Falls experience is that of labor market pooling--the ability of an industry to take advantage of a labor force possessing a specific set of skills, thereby raising productivity compared with competing areas with a more dispersed set of skills.",2004,364,0,0,0,0
"In fact, applying a formal regression analysis to the full sample from 1989 to 2002, we found a number fairly close to this one, namely, a stock price multiplier for monetary policy of about 4.7.",2022,195,0,0,0,2
"Because current inflation is affected by inflation expectations, the smaller increase in expected inflation will lead to a smaller increase in actual inflation as well.",2007,168,2,0,1,1
"Real yields increased more than their nominal counterparts, while inflation compensation implied by Treasury Inflation-Protected Securities declined.",2008,149,0,0,0,2
"In these circumstances, I believe, it is appropriate to put greater weight on incoming data to determine whether the stance of monetary policy should be changed.",2020,161,0,0,0,2
"The underlying rate of consumer price inflation in recent months was lower than the staff expected at the time of the November meeting, and the staff forecast anticipated that core PCE prices would rise a bit more slowly in 2011 and 2012 than previously projected.",2003,264,0,1,3,0
"Participants thought that consumer expenditures likely would expand at a moderate pace in coming quarters, supported by solid gains in employment and real income.",1997,162,0,0,2,1
"At the conclusion of the discussion, the Committee voted to authorize and direct the Federal Reserve Bank of New York, until it was instructed otherwise, to execute transactions in the System Account in accordance with the following domestic policy directive: The Federal Open Market Committee seeks monetary and financial conditions that will foster price stability and promote sustainable growth in output.",1999,408,1,0,0,1
"Broad stock price indexes rose, on net, over the intermeeting period, as investors responded to strong second-quarter earnings reports and indications that the economy may be stabilizing.",1999,187,1,0,1,2
"The drop in the unemployment rate over the past year, while welcome and significant, could overstate the degree of improvement in labor market conditions, in part because of the decline in the labor force participation rate.",2011,224,0,1,1,2
Consider our estimates of real economic activity.,2019,49,0,0,0,2
Some participants noted that additional asset purchases could be used to provide more accommodation by lowering longer-term interest rates.,2009,139,0,0,1,0
"For example, in the mid-1970s, just when the FOMC began to specify money growth targets, econometric estimates of M1 money demand relationships began to break down, predicting faster money growth than was actually observed.",1997,223,2,0,0,2
"Many of them expected that inflation was likely to rise gradually over the medium term, as resource slack diminished and inflation expectations remained stable.",2002,160,0,0,3,2
Answering this question is central to our outlook for both of our dual-mandate goals of maximum employment and price stability.,2022,127,0,0,1,1
"A currency board and dollarization are tighter versions of a fixed exchange rate regime--that is, fixed exchange rate systems from which it is progressively more costly to exit.",1997,177,0,0,0,2
"With energy prices having turned down, overall consumer price inflation had eased slightly in recent months,",2020,108,0,0,0,2
"Policymakers, economists, and market participants see much of this decline as reflecting a permanent fall in the equilibrium rate of interestâ€”that is, the level of the federal funds rate that keeps the economy at full employment with stable inflation in the longer run.",2002,271,0,1,0,0
Expansion of these two monetary aggregates was supported by further rapid expansion in the demand for currency and stronger inflows to retail money market funds at a time of weakness in U. S. bond and equity markets.,2004,216,0,0,0,1
Risks to the inflation projection also were seen as balanced.,2010,61,0,0,0,2
"In their discussion of the economic situation and the outlook, meeting participants agreed that information received over the intermeeting period indicated that the labor market had continued to strengthen and that economic activity had been rising moderately so far this year.",2020,277,1,0,1,1
"Broad equity price indexes were higher over the intermeeting period, amid heightened volatility.",1999,96,1,0,0,2
"In addition, coming to grips now with the outsized projected growth in entitlement spending in the early years of the next century could have a profound effect on current expectations of stability.",2000,197,1,0,2,1
where unemployment continues to fall at a gradual pace as it has been since last September—and we have made some progress since last September,2018,142,0,0,1,0
"The second point that I made was that when short-term interest rates hit zero, the tools of a central bank are no longer—are not exhausted, there are still other things that the central bank can do to create additional accommodation.",2012,233,0,0,0,0
"Although the required amount of cumulative tightening may have increased, members noted that an accelerated pace of policy tightening did not appear necessary at this time, as a degree of economic slack apparently remained, productivity growth would probably continue to damp increases in unit labor costs and prices, and inflation would most likely continue to be contained.",2018,375,1,0,2,2
"Recent FOMC Decisions and the New Monetary Policy Framework At our most recent FOMC meetings, the Committee made important changes to our policy statement that upgraded our forward guidance about the future path of the federal funds rate and asset purchases, and that also provided unprecedented information about our policy reaction function.",2005,343,0,0,0,2
"Despite the uncertainties, the consensus estimates of the NAIRU and the growth of potential give us a hint about what type of landing we should be aiming for and which of the scenarios depicted in figure 1 best describe the economy's initial conditions and prospects.",1999,267,1,0,0,2
"In contrast, under a price-level-targeting scheme, continuing deflation combined with an upward-sloping path for the price-level target causes the size of the price-level gap to increase over time.",2022,197,2,0,0,0
"However, investor demand for high-quality commercial mortgage-backed securities (CMBS) reportedly was robust, although issuance of CMBS remained muted.",2014,151,0,0,0,1
"After a short coffee break, we have a staff presentation on the alternatives we face in setting monetary policy.",2001,112,0,0,0,2
these participants noted the risk that such cautious attitudes toward hiring could slow the pace at which the unemployment rate normalized.,2014,139,0,1,1,2
"also term premiums to compensate for the risk associated with commitments to extend credit so far in the future, including the risk of future inflation.",2003,152,0,0,0,2
"But overly optimistic expectations for long-run earnings growth were not being driven by easy money, and I see no reason to believe that an extra 50 or even 100 basis points on the funds rate would have had much of a damping effect on investor beliefs in the potential profitability of emerging technologies.",1998,308,1,0,0,1
The outbreak has also disrupted economic activity in many countries and has prompted significant movements in financial markets.,2021,128,0,0,0,2
Overall consumer prices increased in July and August at about the second-quarter rate.,2012,86,0,0,0,1
and it seems to produce results not too different in practice from those associated with central banks that are flexible inflation targeters.,2004,141,0,0,0,2
"Monetary policy seeks to buffer the economy from unexpected adverse disruptions, or ""shocks.""",1997,93,0,0,0,2
"In discussing the increases in U. S. longer-term interest rates that occurred in the wake of the June FOMC meeting and the associated press conference, meeting participants pointed to heightened financial market uncertainty about the path of monetary policy and a shift of market expectations toward less policy accommodation.",2001,326,0,0,1,1
"The prices of their exports are lower than they would be if market forces were given greater scope in foreign exchange markets, and they are supplying more goods and services to the rest of the world than they themselves are demanding.",2022,235,0,1,0,0
"If this policy succeeds ex post, inflation expectations become anchored at the new lower level of inflation, and policy can, then, respond to demand shocks by adjusting real rates pro-cyclically, the opposite of what is required when initial inflation is too high and inflation expectations are not anchored.13 Inflation will also be pro-cyclical with well-anchored inflation expectations if demand shocks dominate and inflation expectations remain anchored.",2019,458,0,1,0,2
Almost all participants reaffirmed the view that further gradual increases in the target range for the federal funds rate would likely be consistent with sustaining the Committee's objectives of maximum employment and price stability.,2001,234,0,0,2,1
"First, there is a tug of war between the continued exceptional momentum in private domestic demand and the external drag from the Asian crisis.",1999,143,0,0,0,2
"Advances in productivity had boosted profit margins, and high margins were helpful in that they could absorb some portion of any cost increases for a time.",2015,155,0,0,1,2
"Moreover, if, as some members thought likely, productivity growth slowed as employment picked up, the result could be reductions in slack accompanied by higher unit labor costs and associated pressures on prices.",2019,212,3,0,2,1
"Well, we—as a Committee, we do not desire inflation undershoots.",2020,64,0,0,0,0
"For a variety of reasons, some emerging-market economies have resisted upward pressures on their exchange rates, even if that resistance requires buying large quantities of dollars to keep their currencies from appreciating.",2000,224,2,0,0,0
The staff viewed the uncertainty around the forecast for economic activity as similar to its normal level over the past 20 years.,2021,129,0,0,1,2
"Some members commented, however, that the relationship between the output gap and inflation was quite loose and that the outlook for productivity remained uncertain.",2013,165,0,0,2,2
"Nonetheless, the current account deficit continued to grow as a result of the surge in U.S. investment and productivity and the associated capital inflows seeking the higher U.S. rates of return.",2003,195,1,0,0,1
"Last year was the fifth consecutive year that inflation, measured by the chain GDP price index, was 2.6% or lower and the 5-year compound annual inflation rate is now 2.5%, the lowest since 1967.",1998,195,0,1,0,0
"Their key finding, illustrated in figure 3, is that Federal Reserve policy rate surprises attributed to stronger U.S. growth generally have only moderate spillovers to EM financial conditions, whereas U.S. policy rate changes attributed to U.S. inflationary pressures trigger more substantial spillovers to EM financial conditions.",1999,331,2,0,1,2
"Apart from notably adverse business sentiment and disappointing growth in sales and profits, factors that were curbing capital expenditures cited by members included persisting capital overhangs stemming from what were now seen as excessive earlier buildups in equipment and software and substantial idle capacity in many industrial and commercial structures.",2015,359,1,0,0,0
"Over the intermeeting period, yields on short- and intermediate-term nominal Treasury securities fell, while yields on inflation-indexed Treasury securities of comparable maturity increased somewhat, pushing inflation compensation considerably lower at those horizons.",2019,268,0,1,0,0
participants generally expected no more than moderate growth in consumer spending over the near term.,2007,101,1,0,2,2
"With regard to the outlook for inflation, the gap between actual and potential output was anticipated to diminish only slowly unless aggregate demand expanded much more rapidly than the members currently foresaw.",2007,212,0,0,2,2
"This is yet another concerningly high reading, and it set another 40-year record high despite the expectation of many forecasters that inflation had peaked earlier in the year.",2020,176,0,0,0,1
Treasury yields rose sharply on its release as market participants traced out the report's presumed implications for monetary policy.,1997,133,0,0,0,1
Proponents of this strategy sometimes describe this approach as reducing inflation cycle-to-cycle or describe the economy as being one recession from price stability.,2000,166,0,0,0,1
"""The Federal Open Market Committee seeks monetary and financial conditions that will foster price stability and promote sustainable growth in output.",2011,149,1,0,0,2
We can best promote a progressive credit climate by maintaining an environment of low inflation.,2003,96,0,0,0,1
"In several Districts, reports from business contacts or evidence from surveys pointed to some difficulty in finding qualified workers; in some cases, labor shortages were making it hard to fill customer demand or expand business.",1997,229,0,0,0,2
Conclusion: The Challenge Facing Monetary Policy This analysis suggests that monetary policy does face a challenge--rebalancing aggregate supply and demand to contain the risk of higher inflation.,2007,196,1,0,0,1
"While liquid deposits continued to grow slowly, heightened demand for safety and liquidity appeared to boost holdings of retail money market mutual funds.",2002,154,0,0,0,1
"The System Open Market Account manager and the secretary will keep the Committee informed of ongoing developments regarding the System's balance sheet that could affect the attainment over time of the Committee's objectives of maximum employment and price stability. """,2010,268,0,0,1,2
"I presented these estimates in my testimony to emphasize the continuing importance the profession attaches to NAIRU, the central tendency of current NAIRU estimates, and the absence of significant upward adjustments to estimates of trend growth.",2022,245,2,0,0,0
"A few members expressed interest in using language specifying a period of time during which the federal funds rate was expected to remain exceptionally low, rather than a calendar date, arguing that such language might be better to indicate a constant stance of monetary policy over time.",2019,288,0,0,1,0
"The Federal Reserve then sets its policy to achieve the broad objectives assigned to it, specifically, price stability and full employment.",2020,139,0,0,0,1
A number of participants stressed that recently enacted fiscal support would help address some of the hardships faced by these groups and that monetary policy would also help by promoting the economy's return to the Committee's goals of broad-based and inclusive maximum employment and price stability.,2003,302,0,0,0,0
"Although some members noted that a case could be made that the risks to inflation were now somewhat skewed to the upside and those to sustainable economic growth perhaps to the downside, the most likely outcome remained one of stable prices and sustainable growth, and the Committee agreed that it should retain a balanced assessment of risks conditional on appropriate policy.",2015,377,2,0,2,2
"But the importance of price stability has sometimes been insufficiently appreciated in our central bank's history, and, as Allan Meltzer will soon point out, such episodes have had unfortunate consequences.",2006,206,0,0,0,1
U. S. real GDP was forecast to plummet and the unemployment rate to soar in the second quarter of this year.,2015,108,0,0,0,0
"In that vein, several participants noted that inflation expectations had been sensitive to incoming data and to communications regarding monetary policy over the intermeeting period.",1997,182,0,0,0,2
They would account for the effects of higher energy prices on the real disposable income and spending demands of the household sector.,2021,134,1,0,0,1
"In spite of having such slow growth, disappointing productivity growth, we have a labor market that last year generated an average of about 230,000 jobs a month and so far this year has been generating about 180,000 jobs a month.",2013,229,2,1,0,1
"During the 1980s and 1990s, the Federal Reserve succeeded in bringing inflation down from double-digit levels to the average rate of about 2 percent that has prevailed over the past decade.",2017,189,0,0,0,0
"Participants discussed several risks that, if realized, could necessitate a steeper path of increases in the target range; these risks included the possibility that inflation pressures could build unduly if output expanded well beyond its maximum sustainable level, perhaps owing to fiscal stimulus or accommodative financial market conditions.",1998,344,1,0,2,1
"Participants expected that, with further gradual increases in the federal funds rate, economic activity would expand at a solid rate during the remainder of this year and a moderate pace in the medium term, and that labor market conditions would remain strong.",2008,260,1,0,3,1
"As you can see, transforming the information available from published statistics into concepts useful for assessing the consequences of monetary policy is, in fact, quite complex.",2004,179,0,0,0,2
"Financial markets are the channel through which our policy affects the economy, and asset prices contain valuable information about investors' expectations for the course of policy, economic activity, and inflation, as well as about the risks around those expectations.",2005,269,0,0,0,2
"Largely as a consequence of rapidly expanding ""new economy"" investments, gains in productivity had occurred at remarkable rates in recent years.",2022,144,0,0,0,2
"And, as I went into detail in Jackson Hole and won’t repeat all of that there, there are other ways in which we see underutilization—high levels that have come down only very marginally of part-time employment for economic—or involuntary part-time employment, perhaps some remaining shortfall of labor force participation as a result of cyclical factors.",2015,354,0,0,0,2
"Instead, an upturn in foreign economic activity would depend more on recovery in the United States.",2020,99,0,0,0,2
continued to anticipate a moderate strengthening of the expansion in 2011 as well as a further pickup in economic growth in 2012.,2000,129,1,0,1,2
"A more robust contour for final sales over the forecast horizon would lead to somewhat greater pressure on resource margins, despite the expected strong growth of structural productivity, though the level of activity would remain below the economy's potential for some time.",2014,274,2,1,1,0
"By definition, multifactor productivity includes technical change, organizational improvements, cyclical factors, and myriad other influences on output per hour, apart from capital investment.",2013,192,0,0,0,2
But speculators rarely succeed in dislodging an exchange rate that is firmly rooted in compatible policies and cost structures.,1997,127,0,0,0,2
"These are, you know, this is—this is the economy at nearly full employment or in the range—in the neighborhood of full employment.",2022,130,0,0,0,1
The staff's outlook for inflation was broadly unchanged.,2005,56,0,0,1,2
The members agreed that the statement to be issued after this meeting should highlight their view that even after their firming today the risks remained weighted mainly in the direction of rising inflation pressures.,2006,216,2,0,0,1
"Measures of inflation compensation based on Treasury Inflation-Protected Securities (TIPS) edged up, on net, remaining close to their pre-pandemic levels.",2006,154,0,0,0,1
The period of sub-par expansion was expected to foster an appreciable easing of pressures on resources and some moderation in core price inflation.,2013,147,1,1,1,0
"I shall endeavor to place this most unusual phenomenon in the context of the broader changes in our economy and, hopefully, explain why the value of education, especially to enhance advanced skills, is so vital to the future growth of our economy.",2022,247,1,0,0,2
and inflation rises slowly towards 2 percent.,2018,45,0,0,0,0
Mishkin and Jonas (forthcoming) describe the experiences of the three transition economies with inflation targets.,2020,114,0,0,0,2
"Although a spike in energy prices eroded real income growth in the second quarter, there were solid gains in wages and salaries.",2001,128,1,0,0,1
"We have a much more resilient, stronger banking system, and we’re not seeing some worrisome buildup in leverage or credit growth at successive levels.1 So, you know, this is something that the FOMC pays attention to,",2015,216,1,0,0,2
"The Fed's credibility, earned over decades of low inflation, is a powerful policy tool that is critical to our long-term success.",2007,129,0,0,0,2
"So I, you know, I’m—I feel quite comfortable that we can—in particular, that we can raise interest rates at the appropriate time, even if the balance sheet remains large for an extended period.",2020,193,1,0,0,1
"So, up until the first week of October 2021, the story of high inflation being temporary was holding up, and the labor market improvements had slowed but were continuing.",2022,170,0,0,0,2
"By definition, this excess of U.S. payments to foreigners over payments received in a given period equals the U.S. current account deficit, which, as I have already noted, was $666 billion in 2004--close to the $617 billion by which the value of U.S. imports exceeded that of exports.",2013,284,0,0,0,1
"Although we are hearing some reports of large retailers planning markdowns due to excess inventories, we do not have hard data at an aggregate level suggesting that businesses are reducing margins in response to more price sensitivity among customers.",1997,251,0,0,0,2
"In real terms, with a 2 percent inflation objective—that’s 1 percent in real terms.",2013,83,0,0,0,0
"The key to explaining why price stability promotes stability in both output and employment is the realization that, when inflation itself is well-controlled, then the public's expectations of inflation will also be low and stable.",2004,230,0,0,0,1
market-based measures of inflation compensation remained low.,2000,61,0,0,0,0
"There are also asymmetric price effects from cost shocksâ€”prices go up very quickly but often tend to come down more slowly, as consumers slowly learn that the bottlenecks have gone away.",2004,188,0,0,0,1
Some participants also noted that recent readings on some survey measures of consumers' inflation expectations had declined or stood at historically low levels.,2006,160,0,0,0,0
"Persistent inflation shortfalls carry the risk that longer-term inflation expectations become anchored below the stated inflation goal.13 In part because of that concern, some economists have advocated ""makeup"" strategies under which policymakers seek to undo past inflation deviations from target.",2007,298,0,1,0,0
"As a case in point, the increase in the transparency of U.S. monetary policy over the past two decades has been quite significant.",2017,130,1,0,0,2
"Monetary Policy With that outlook in mind, let me turn to monetary policy.",2021,74,0,0,1,2
"Business contacts in a number of Districts noted an improvement in housing activity and a continued rise in house prices, although their reports showed that the pace of sales and construction varied across regions.",2000,214,0,0,0,1
"More recent data are not available, but I suspect that trend has continued since 1992 as the strong performance of the economy, coupled with generally ample availability of credit, has created an environment conducive to the birth and growth of innovative enterprises of all ownership types.",1997,291,2,0,0,2
"The slower growth of final spending resulted in inventory overhangs in a number of industries, most notably those related to the motor vehicle sector.",2000,150,1,0,0,2
"The Federal Reserve is taking action to keep inflation expectations anchored and bring inflation back to 2 percent over time.1 While last year's rapid pace of economic growth was boosted by accommodative fiscal and monetary policy as well as reopening, demand has moderated this year as those tailwinds have abated.",2007,315,1,0,0,1
"Moreover, the absence of significant growth in employment, should it persist, could at some point have significant adverse repercussions on consumer spending.",2011,158,1,0,1,0
"Misconceptions about Inflation Targeting I would like to turn now, briefly, to comment on a few key misconceptions about inflation targeting that have gained some currency in the public debate.",2020,193,0,0,0,2
"And, in particular, I do personally believe that the slowdown is at least partly temporary, and that we’ll see greater growth going forward.",2011,140,1,0,0,0
"I will focus my remarks today on the use of explicit forward guidance as a tool for monetary policy.1 Before I start, let me briefly discuss near-term monetary policy.",2001,167,0,0,0,2
